	0	1	2	3	4	5	6
45	-34	3137	3110	1628	0.1281691926632269	0.8962539368279743	0.5374270293629424
46	1273	-998	1992	4561	0.5496761307346666	0.25511414855224157	0.7178000464180181
47	3719	3584	212	929	0.6494936320465067	0.32060220503772485	0.46365836108591896
48	578	3918	-565	2082	0.8189626591682706	0.22149708718260885	0.9001485796163202
49	4990	3308	2948	1132	0.39162696688677834	0.39556542370765224	0.33727597267556375
50	3534	2142	-420	2208	0.26097375627279606	0.33568752551954717	0.5356358459301346
51	4092	4536	2817	2356	0.5905976767941937	0.9911696062992223	0.4068978225204616
52	3911	459	3708	292	0.3744593957573925	0.6809785008717911	0.25694153248181806
53	4348	3466	-185	-661	0.08236543286919673	0.6582537174898191	0.7518803407624736
54	2701	-810	2207	1513	0.6407672099372311	0.08953605643210061	0.36129436736260034
55	1901	4159	4101	3924	0.03226467244285458	0.8525372478111048	0.62593314668017
56	4247	-219	378	1988	0.3704609238721027	0.8710879962199416	0.39970111645469986
57	1508	-17	2498	2855	0.39508712160032344	0.5966288393745225	0.49154269402719675
58	-217	1975	2106	2658	0.6991673982609747	0.6664872352275605	0.8996566158842665
59	2087	4085	4655	1353	0.8424676896900136	0.638386729304613	0.7460689960259913
60	870	373	4673	-501	0.680380306738098	0.09652104164096365	0.3242942046734507
61	4893	3153	815	2656	0.13486563273561092	0.4136244849504357	0.004886153984923203
62	1106	4395	503	1829	0.15622472172847424	0.3362895272936559	0.572381462984108
63	3782	-214	-435	1358	0.9514588247036009	0.7167929302390893	0.5387032774769871
64	2895	-990	-129	2787	0.009176961274117823	0.4224719765022986	0.726869327519895
65	3167	2039	4850	3993	0.28744078052770217	0.8024826368516463	0.7735336726566665
66	2656	472	2445	4888	0.8575377910292169	0.35253238064324566	0.193855330679381
67	-609	595	2300	2197	0.04403212946239543	0.9064218459451984	0.037467484436718435
68	1005	3222	4979	3090	0.9268605838398771	0.567238975650989	0.6000624915457247
69	1555	2787	777	1274	0.5923050255352453	0.2916961925785788	0.8838406155263872
70	-792	2493	4144	1198	0.1447888966648161	0.12726509731547975	0.5225591459960759
71	3413	1229	4770	666	0.29111028527025173	0.42621930545002673	0.8499187864503794
72	4457	4733	-511	-628	0.5769153552732204	0.7850465786004301	0.3045368642145154
73	3330	4065	766	4973	0.48116630003919136	0.408673153850007	0.5421129850227168
74	4000	1890	2395	-234	0.5320408092395129	0.1252361757158148	0.09797467905393564
75	3402	2046	4763	3894	0.9131407387071043	0.8202320419374801	0.6207680566446198
76	4184	3234	-775	4672	0.43888867012159427	0.6724867187255135	0.19115460868782097
77	3876	-114	966	821	0.8883606770008299	0.8084749406365973	0.2325562770539621
78	4618	2934	3192	4882	0.8352012107374253	0.286331085443299	0.22416596760095986
79	2213	-160	4517	1603	0.496428340445643	0.5180680622329589	0.7429169490088844
80	387	4705	2707	1538	0.936030867395861	0.12478903217076776	0.26871129595902143
81	675	3792	1423	4712	0.6093792914622217	0.7309672401669036	0.6898326363619488
82	3110	450	4065	2756	0.3980049348293613	0.06449016954769315	0.6243895707802207
83	4001	4405	3008	2654	0.9081177366886053	0.13034257084579837	0.18867770566135766
84	4414	2697	920	3536	0.508040536129749	0.8770360290176656	0.024510561256151697
85	-802	911	849	2031	0.035353622786955086	0.02690552330803142	0.7537928413925521
86	683	4976	-423	682	0.8932105816110173	0.3631765219622697	0.8146252435300736
87	-694	4975	4229	390	0.20965057255535013	0.036162742341788845	0.2390515466175933
88	2156	4200	3100	-715	0.6201395818758845	0.830016570229227	0.770536466412243
89	4624	4353	3162	4514	0.9171844038208056	0.29749340552412695	0.44666391765744895
90	-168	722	490	-961	0.8704072415630223	0.1971676117140444	0.03504666595711814
91	756	-821	697	-598	0.5334694346982822	0.11721650514742554	0.45384453430727256
92	-862	3430	2801	2008	0.10872259563381803	0.826466808713987	0.11525835435029541
93	4772	2406	3235	4891	0.14963856978603585	0.7246895765118375	0.7926328657897158
94	-18	2281	4138	-833	0.8151487319914296	0.4538433980667771	0.8985577932110025
95	1023	4570	-373	336	0.9641649313222976	0.6356659245964232	0.44719441814902927
96	1513	4076	1227	2060	0.6554085883731966	0.6311434573554655	0.020134044890404157
97	-121	4808	4326	2624	0.00554880047241757	0.3447149307714965	0.9624173471295313
98	4655	3234	3908	2831	0.5357788985126818	0.7373668237980269	0.03574665478789596
99	4378	4560	1444	1533	0.5339512760516671	0.7087382593678646	0.057142720318703044
100	2744	4946	4897	3524	0.054919157205612024	0.0005456535318147937	0.4704243147008599
101	971	1862	4154	4343	0.5228401527482691	0.24360001063070813	0.7502322195760179
102	608	666	136	-730	0.34241675537332605	0.3070863797526233	0.013359497195940317
103	2281	-266	3861	4218	0.985825840395874	0.24596220316921746	0.6277308543583084
104	4210	254	3376	4007	0.7423692748163829	0.39770774629490424	0.9872039814698222
105	3079	2049	-160	1889	0.9921717471899542	0.11381236275217044	0.37065519511185163
106	1581	4061	2905	2050	0.9704811499059346	0.8754310225629265	0.03470586667406428
107	2953	1915	809	2351	0.9522109836454712	0.8495488476664609	0.2536341886924761
108	4726	4004	4318	3701	0.6127447351686849	0.4133172107324865	0.45925494785914545
109	978	-774	3897	4319	0.6378968099891268	0.3299505321858218	0.3492886700180582
110	1287	3524	2420	4703	0.3608726931231597	0.17302798921834817	0.2201307833817614
111	1938	4279	2628	1220	0.15030560027644135	0.24252047792944842	0.17132188874925003
112	-115	2892	2885	-114	0.3663044575708133	0.8533393722790967	0.42464957373653023
113	1072	759	1748	3123	0.6885642799851462	0.07600986473170146	0.35698057971125985
114	4627	277	-895	419	0.2892482279031411	0.22856534001509599	0.7687749930941341
115	3777	-79	1390	883	0.09340316383508485	0.6834741860340265	0.7250876923492179
116	232	3091	940	614	0.4753080136563982	0.021745876982231405	0.6106515058933701
117	4522	4223	29	-480	0.7135801990071774	0.14468488162833348	0.2555374979492464
118	2280	279	2156	2040	0.00048788340166006083	0.3512329711762785	0.24079122233568295
119	-661	-324	1963	2271	0.20352253638922857	0.17090403896810225	0.4981074617364465
120	3482	2472	2057	53	0.4850841115617536	0.9994759426172709	0.22646483240783233
121	1752	632	3610	1273	0.2938132428371989	0.8848738861105779	0.10939276360870431
122	-88	-932	-362	399	0.9107698583974319	0.22544772793046985	0.5635807142900295
123	18	594	397	4805	0.7450500748096135	0.5234334453470708	0.7719372352801432
124	1051	3188	1648	2181	0.7445505897936114	0.814372907477752	0.46142053896111945
125	-575	-849	3640	694	0.08089533698034845	0.7375986164565221	0.3762662031055872
126	2702	1911	1156	323	0.26039119156945156	0.46015041282105185	0.15308490180130996
127	925	-698	4423	659	0.018778624243942943	0.995828556308977	0.3263047438428365
128	576	3794	2995	112	0.24546343174209095	0.6576106100506465	0.8229922078877414
129	2713	1413	2814	4198	0.07292237231171805	0.8184996791460855	0.8039329791333099
130	1954	4848	3776	603	0.8897677987622197	0.44700292899121696	0.5791070729296546
131	4487	2791	3310	-921	0.6948897918611588	0.235797627622097	0.8614336311309019
132	1093	984	3475	4763	0.14752542503463195	0.42405392927264174	0.2281083776662851
133	3852	-154	356	-995	0.2445046818273584	0.1247801689209671	0.45071632290600383
134	2211	3501	488	2854	0.31257607803015564	0.2774960316386177	0.4139204929911815
135	3151	1435	729	-527	0.6233784254333216	0.9417054500372793	0.33833381003066265
136	1334	2187	1268	-205	0.3208386206214001	0.36125368747651476	0.8116456077855182
137	2707	4568	2980	2346	0.3823318639160932	0.7362720556229232	0.11327462441787706
138	2773	1905	2806	-323	0.7424699505447859	0.9737232296644759	0.5417378340728907
139	1502	4233	2333	612	0.6352456896465126	0.46352814630567707	0.11281625311318788
140	3142	2209	1407	223	0.946743004534286	0.7486227197860122	0.31004807731302153
141	4897	1840	3191	2947	0.8947775666394254	0.6606231833193675	0.5866281269782984
142	1903	2486	203	-920	0.2873722727096849	0.5019195644498786	0.3975239263182856
143	-357	-375	1671	-335	0.9607023541553271	0.48975018542219895	0.9581658295023538
144	-454	3008	987	412	0.9694623446535017	0.9513997363024048	0.38895870382230036
145	1619	-534	3390	886	0.11442778171721069	0.3391135829482024	0.46902241667710576
146	3660	393	817	4358	0.9001590134824574	0.6330459103724917	0.5663407902604531
147	1312	3753	3992	-6	0.22031205914894447	0.8612081234978781	0.7163768467148307
148	-458	4005	1367	3744	0.8281488162903815	0.5022752751177314	0.4272794368448187
149	1397	1614	2086	4680	0.9016514172878582	0.963184808459716	0.995710112338478
150	2439	1918	4872	2532	0.48911900916838746	0.8194359900862286	0.06304337294702711
151	3686	3467	3183	2239	0.25284880929137765	0.5015170676461793	0.3968566167780523
152	2904	1533	-151	1181	0.01590903564315338	0.1995990988947367	0.6429366634056638
153	1876	4192	3477	539	0.044087920253386925	0.9955957179010045	0.636086855804071
154	4461	1703	2302	3824	0.5369174490118904	0.6582331873469429	0.28897551421326184
155	983	-808	4996	1078	0.6525630125521359	0.39697790449452697	0.9036194928365631
156	93	3962	1190	2334	0.039466802448822724	0.9766719184613517	0.7748578269198663
157	327	2042	2048	3156	0.18129461517411782	0.9828361022104701	0.7273529115719769
158	1385	4423	2091	175	0.9008945782229176	0.3654619778721613	0.6461782946729554
159	-146	749	2120	1284	0.7655448104780627	0.30111850157907905	0.5926080476820657
160	-622	3499	4246	1238	0.5757332385079891	0.24548364862169902	0.23551190852983817
161	1164	2729	4806	1726	0.3801458095575381	0.731274944920693	0.011907666438982667
162	1177	-731	1004	4846	0.3900394034367517	0.24859061491611145	0.18340084137401025
163	4677	1899	2466	4369	0.7736698088838795	0.9043822326884926	0.15006716296963574
164	2568	-797	172	1634	0.05210724750696838	0.3022835052554731	0.5828051198963347
165	3659	3381	1494	1479	0.04900010740547733	0.5385705323140697	0.9297949359475386
166	2514	-459	2816	3509	0.1730353239057758	0.9724227900101091	0.595982740421581
167	-112	1043	0	468	0.44984051352135745	0.34161835836826804	0.6631978115269761
168	-789	4960	-208	2644	0.2920908202601399	0.45650639776367063	0.9834777499707731
169	1186	3858	1756	2775	0.256252014937145	0.1845361905702011	0.37198078182105754
170	3469	-942	3647	4007	0.39682718458830546	0.4015299066456478	0.549987220072604
171	2735	206	503	3446	0.7471694873910474	0.5158079398895911	0.5870674254881589
172	4505	4175	-742	4053	0.20478874291012228	0.5854349572639738	0.9202107451628686
173	2156	-504	314	3056	0.60893683689557	0.8611274048965694	0.45794222796275585
174	4348	-567	621	-465	0.5730101075438047	0.2924241113436282	0.8375783828527248
175	-183	-381	1225	3788	0.504956724671003	0.21943389440080874	0.6791284218888352
176	1480	4883	1626	4605	0.31104765808018775	0.29711297092810085	0.6600515148557091
177	585	1866	4189	1294	0.37028547667493394	0.20652225791246182	0.1453735044844947
178	569	4128	3160	2694	0.25366697194755083	0.9522141536695398	0.05715646800166296
179	-175	1919	3521	1680	0.9316922338880602	0.08163823048402397	0.9913555220624838
180	3959	85	-399	-213	0.32502674880307625	0.027247450934681283	0.8078965587471307
181	4389	3837	-665	-577	0.9301864970594717	0.7877004312654762	0.9102555357795693
182	2772	833	4757	2863	0.5926277222077707	0.7557534586576449	0.3244665747664097
183	3431	-885	2886	4300	0.12434776924617608	0.09169500805234598	0.6300014449020184
184	3994	2309	1186	1386	0.7899301503620223	0.6311301146650946	0.089112493610502
185	2922	3738	3690	420	0.7465102830040493	0.7298275709521863	0.9280165636484626
186	966	4817	2084	385	0.31259239238263214	0.8831202673900039	0.07215243931378101
187	805	3964	889	-722	0.4479112205374133	0.880153924942156	0.821563216534753
188	-549	1071	2936	217	0.3875080834920259	0.6016491922091531	0.16154928120497014
189	-702	-279	1549	4323	0.9036576726120559	0.12461809517364941	0.39586504573395553
190	2119	2198	918	3224	0.3289188857141875	0.8482705975477416	0.8945571797075558
191	726	-695	1170	1989	0.05998885198493498	0.026438520274849164	0.9946509229211784
192	4329	3030	4896	925	0.8879057049922925	0.9049784958631961	0.17796866013059998
193	960	3913	-936	4030	0.06070580955153393	0.5728017619945285	0.7788903873554158
194	4532	299	2561	3157	0.23000751258465468	0.8356799123925793	0.9255735013842097
195	4431	184	3244	2693	0.43748368117043723	0.17332705459210318	0.9971443504617041
196	4449	3599	3603	3893	0.7534349611580616	0.7741866122737155	0.6788750915629542
197	-141	1429	3871	2759	0.031688937093544034	0.5249480496034462	0.9902140941025445
198	-15	274	1357	3135	0.41364901468831783	0.7221031932339316	0.3095967526107256
199	1315	4918	1492	3605	0.382929362064271	0.6451427372598214	0.34278772835524696
200	3827	1001	-210	1729	0.637548614358896	0.342199094352437	0.050012462770297805
201	-838	4912	4374	3130	0.9493203577960474	0.9575839927405239	0.22323595403262064
202	3834	1428	2041	3773	0.8697390278045685	0.6402491405750163	0.888924784993579
203	3142	3638	1142	3119	0.9705413123083243	0.0691056273057189	0.7765741903347037
204	1406	847	472	3180	0.30393237270937756	0.5389380485087457	0.5227407063218837
205	3377	1080	1890	3649	0.32069168882747	0.13779098024318692	0.9677631143136193
206	-289	894	2058	1375	0.4459678424444967	0.6072282431820725	0.1329402409609317
207	2666	3214	1098	3950	0.33881601064237765	0.050771723611163444	0.9561962363051805
208	317	3119	3914	4746	0.3187719657746557	0.7204867270064232	0.967332355487006
209	1732	952	-499	3412	0.9274548159718241	0.5769348014980759	0.41973697390398057
210	3690	1990	116	4656	0.10042150266086691	0.41580855469657896	0.9303827322316213
211	3073	4766	4177	718	0.9972907715190862	0.6994629058963437	0.8921206718049391
212	4465	4432	571	2833	0.18274932190952475	0.3833882010388078	0.800784213930303
213	1076	2315	3081	3873	0.33717788713242347	0.43714799899883194	0.4628115936222712
214	2740	958	-204	2847	0.8310963329817083	0.0007721365157402627	0.6365219259611539
215	-261	1251	-554	4758	0.19098958808331334	0.6357145990172183	0.3560974823757025
216	2765	955	2699	2156	0.46522724479244415	0.5887023452555902	0.3555304815108703
217	138	4271	2309	734	0.9075907685357397	0.7697965037693111	0.6513817009346404
218	882	1646	4412	2866	0.3632737730076123	0.480762707465903	0.8350819799723681
219	1268	4677	-527	-409	0.22997878164828323	0.6227508653861449	0.40023647597821355
220	-635	4220	1014	1457	0.9589442958088874	0.1005564980425957	0.4565905073809359
221	-860	582	1112	-571	0.35927187231525015	0.9077583828828627	0.07180786424343222
222	4624	-134	-713	207	0.022362218513437893	0.3659042654659489	0.31069246864231737
223	-963	3429	959	1459	0.46525910664871895	0.10957602576082681	0.15424585955101533
224	4255	53	737	-924	0.5749128066828249	0.816650683072097	0.5219384169563899
225	-231	1546	3964	2042	0.20878978710799923	0.5873729654885717	0.01575076698685729
226	3791	-752	2	846	0.6136184171677852	0.5321480763465141	0.8258015702408427
227	-645	2742	963	3999	0.880762942411825	0.7411712581812884	0.3807513611185772
228	4030	659	-112	1670	0.048892392360433745	0.5719706869812246	0.23865577455867548
229	4754	112	254	711	0.30124819560011606	0.027688481803594844	0.6656195333455818
230	1287	3788	2223	-942	0.47078319226252197	0.9142598152289243	0.9694890960952991
231	4240	1785	-648	3720	0.7726719709014346	0.5132424004869778	0.790464954521586
232	3908	4519	1906	2617	0.4785941003491302	0.5352809882108119	0.9432603771498561
233	2170	-31	8	2941	0.8497134892924777	0.20855725845345996	0.19248140392536273
234	996	2934	-99	307	0.9386462615596034	0.07951399659179947	0.7783362301199623
235	2938	1642	1707	1842	0.15975448618163224	0.906143455137248	0.4545943745703913
236	-292	2033	-389	3899	0.6957147629784839	0.5049347469222344	0.9451465805072884
237	1657	175	2927	2090	0.20833644783098648	0.2871176969788217	0.18426282014921802
238	209	4737	254	2212	0.16371885938537822	0.36276378680934274	0.406875148257553
239	3013	803	2203	1754	0.22908944607374282	0.4330751867034224	0.16244508385471157
240	2876	2083	4825	4881	0.9564523590759142	0.7301785864406812	0.766344122274395
241	4579	-42	-229	164	0.14884115772863482	0.4184361992053053	0.3768825870219322
242	1467	1854	4079	3885	0.5099148712482525	0.060220613859886085	0.6996390292318574
243	2178	2375	2618	-331	0.8653210320811348	0.4053161349345352	0.9755049724152647
244	3272	148	160	154	0.8967202589159374	0.3344814809334484	0.8622531142823736
245	2172	1139	868	867	0.027516150984753462	0.021152736718061504	0.8936952641870171
246	2731	2165	349	3192	0.3475388617386225	0.3101257522891522	0.7706511108040123
247	1065	3	3726	4547	0.28832189839282174	0.22669169324385374	0.11193189549335125
248	2058	-671	1417	2613	0.9268573721613166	0.03918346180287857	0.7993649888336909
249	4551	569	2755	991	0.16981213071339207	0.6695402434357645	0.683766636786999
250	4390	3540	-619	1941	0.6414791087616644	0.7574170350496149	0.7447246558322407
251	2299	1792	-133	368	0.3067464976511055	0.7931693647214356	0.5381118076983631
252	991	3046	-350	982	0.7840555248315725	0.6546063995852892	0.4107207779879545
253	1507	183	682	4682	0.6691187436673021	0.2849439165675616	0.062044551840816475
254	1978	690	822	1272	0.221590630229072	0.13312238354227968	0.29280225785248826
255	1016	38	947	-680	0.044295042601255274	0.8512546544634964	0.9648523980343958
256	3449	817	1796	-310	0.3771000163033583	0.1505011006071144	0.20427049596452718
257	677	809	-257	3826	0.3053029656366587	0.9015246841174629	0.09486956727350226
258	3124	2363	747	2938	0.9694568181901584	0.25568755719349934	0.3411953426680817
259	1135	3923	385	1317	0.5526936019965463	0.5457984964767245	0.09398951991718629
260	-475	2205	-914	2697	0.17817984029153788	0.04271402614616249	0.9109782903011114
261	3116	3567	-494	-352	0.942824239454643	0.8157750568959986	0.5715246469046859
262	-377	-740	-934	2647	0.38701748254939883	0.3791882269713439	0.9758810867535259
263	-436	-84	2317	4206	0.5031697568625554	0.8604134473401167	0.48719774084770806
264	4917	713	4538	517	0.47346388744769474	0.39682483596774176	0.33712806281014784
265	3956	4279	3723	3188	0.06281754795158889	0.5037362542982803	0.025904713481077146
266	4609	513	3247	1247	0.8740376029228257	0.7991274190029943	0.20710323633840688
267	-219	2092	180	2279	0.8153960714031951	0.8819302661388211	0.4994481467331192
268	2926	4461	2951	-414	0.7457199384658126	0.15302699821936183	0.9536009925998306
269	3469	2323	2314	3181	0.7820254261709719	0.24385246597840526	0.8584185461548003
270	3035	2009	-232	4430	0.34961149044559636	0.33000011289325604	0.6988190439826658
271	3176	1403	2547	3965	0.6758980974975319	0.41022770209066195	0.5674411272269999
272	3884	1891	2700	2883	0.5471128560852653	0.1464605223507427	0.23331009204618502
273	-169	663	-237	1713	0.4520166080039423	0.6622217124799807	0.49049921595418866
274	-156	3822	2137	2171	0.4964606952012639	0.11236999619258681	0.5043350708193068
275	2216	4928	-537	3253	0.6620155186660112	0.3528461705548762	0.4595312066840255
276	-926	2006	2622	2740	0.1172846071060808	0.49275562238324744	0.6611262540905775
277	3985	1987	1982	4916	0.7779284925742466	0.6221727567677242	0.8530053373789783
278	4591	2905	4354	1498	0.397700195240443	0.6436440270259448	0.861157386674062
279	-719	3432	1465	-567	0.7590649465245871	0.43713552791847543	0.6983314640723506
280	4460	3597	89	2872	0.606235937381799	0.005934747819598796	0.8297682847501036
281	4694	4155	123	-914	0.8775838483729115	0.4316776831535649	0.9789506930728138
282	2300	2085	3124	749	0.21634283648438213	0.5552140976447857	0.2996830563868591
283	1766	3718	2108	1225	0.7423393121908098	0.5354916532353418	0.13437991860015186
284	3045	1621	4149	2411	0.33028809443800544	0.47836814127500304	0.5125333385893522
285	983	2928	1220	416	0.6476760699441186	0.5618237215985592	0.5556717936436942
286	-705	1661	83	3157	0.12419351788586508	0.9310411907387708	0.21091543986483718
287	1937	3706	922	1571	0.499728231954202	0.7396428435456478	0.9036910664952539
288	1499	2557	291	2954	0.6808441160965945	0.7933851239458097	0.2951568282647874
289	4492	92	-58	4728	0.1739288535734025	0.7628142698274073	0.8298582902589433
290	4115	526	445	296	0.686265333262366	0.5577147841434056	0.30244797232295106
291	2998	758	-930	1085	0.33589589042896173	0.36372453811539607	0.43293625441972006
292	1502	1770	2764	2567	0.31072865249630943	0.8034040736266413	0.9814965661646993
293	4691	1621	-644	3055	0.7108896002384014	0.2644511955624791	0.46857576284841596
294	-461	4421	4295	-130	0.871880329906557	0.6601281057824531	0.4978652461648989
295	1966	237	2388	1189	0.6674895536518747	0.9818760872074325	0.7148141070779522
296	3893	3535	3223	3409	0.9325422740673445	0.1799869773988565	0.4259084499122614
297	1788	1881	3642	1732	0.4468377776696989	0.2439040537510222	0.2828708536000665
298	-95	643	1920	1202	0.1387750833030793	0.26513925502371594	0.3489508303470007
299	2811	-560	572	1534	0.8758366130625667	0.611261330580214	0.9269548912338255
300	389	226	3079	1056	0.42852448543376975	0.49561419673694695	0.2632965758805742
301	4967	4564	-439	2964	0.6914217100806744	0.023913983711764564	0.8247105231660364
302	-940	3699	2147	1972	0.8028759421354721	0.6617123405327273	0.046882716347386166
303	1828	514	3902	1758	0.5975384131649777	0.9616629223083027	0.25816636877132104
304	3560	-322	1049	165	0.8688200627412199	0.1486989015982655	0.02358717471828864
305	4043	2996	-524	-405	0.630738274043499	0.09447732755755434	0.7395945779527723
306	395	3975	3876	2225	0.6548232972899634	0.44908233405120035	0.859067871855851
307	71	-793	1204	4724	0.6634317340812563	0.5479135195219423	0.9711937882241038
308	402	4913	3484	2276	0.6682908472703528	0.6161176752438176	0.0027531914689352677
309	1459	-862	1056	1811	0.7033524858549364	0.3752311595729153	0.44933760488221497
310	1745	653	1434	3865	0.3879998706478972	0.3707056195939967	0.024173553034848916
311	1055	4852	1309	3141	0.6006035421737412	0.9964118053879318	0.6484640342340215
312	2165	2007	1567	475	0.30111455596126957	0.5557455309080358	0.0021849200317035633
313	-223	1135	2935	2692	0.3100336182692839	0.2538675264164938	0.7262649148602632
314	-194	-566	-493	4096	0.9831094870643269	0.9635619645492431	0.14651748370078643
315	-701	2420	2819	-478	0.7332599212824598	0.8619676403713666	0.7220381436144547
316	1294	460	2603	2726	0.6191553543637177	0.5363521478528998	0.13734038832881823
317	347	243	1258	4100	0.7215839452399868	0.6046661972192219	0.9580936914571287
318	4225	3915	3671	674	0.09416925183997216	0.7245399980600524	0.8745630974089049
319	1003	2296	2498	1257	0.052322166704127926	0.28488614482686947	0.7378979024822551
320	2484	2934	4793	1445	0.4924384198419087	0.3171650252064846	0.12417238794140262
321	2056	2363	282	342	0.1366632584263786	0.15691611753639556	0.7672683805746275
322	4564	2684	3986	2288	0.29743881518438997	0.9436875943266725	0.058170249626161685
323	-300	2305	3390	-792	0.27780854258851095	0.7388424525847274	0.7385355892405382
324	4342	474	3064	3220	0.31892257148872505	0.2578146237684842	0.16601604894756783
325	3813	4222	3508	-585	0.8804670899070036	0.8485520828903704	0.6945253031124963
326	1163	4346	-716	427	0.8275451764755718	0.4574100477240849	0.06735675298696897
327	-925	4001	2217	1853	0.46086591013404243	0.11051782367946372	0.3046172640533106
328	1886	477	879	451	0.44717304651146883	0.15383682225001505	0.010016539847100714
329	896	3978	128	787	0.8983872465738614	0.4609849426608206	0.08766571284157199
330	3332	3636	3816	4809	0.06250622471406841	0.8638376955476329	0.16662390571237162
331	2788	584	4784	4191	0.9489579840286659	0.994271893462327	0.8554920879911647
332	4852	2782	-836	3741	0.6174681562684498	0.05045797386660267	0.7615922657147727
333	2967	3624	3005	2600	0.5470162350044604	0.30372617847177363	0.812815856038066
334	2826	-728	-843	900	0.38844919708132464	0.07136364951772822	0.24997328672742392
335	1376	4593	1696	1304	0.7538806016850919	0.9433251416557051	0.002478653730690894
336	4444	942	24	999	0.7067863304920596	0.19999231457184607	0.5813855776405398
337	1509	1340	3176	520	0.24841243898267462	0.2018014205680433	0.6736923338895354
338	2176	-639	2586	-503	0.4895679411961431	0.10220847395472554	0.1588764369834874
339	4407	1937	1714	582	0.5652845403762297	0.1424006390807333	0.5101441753589329
340	3092	1189	1253	3918	0.2804151254564248	0.8644924877160014	0.6517260386660445
341	2723	4835	1275	1154	0.5662829621101777	0.44588568693673836	0.7700765033366684
342	4865	802	4603	1927	0.5393876910536517	0.37386455273980423	0.6683118838694506
343	2528	2353	2061	503	0.25269770008798	0.18173614275187022	0.23783235077261433
344	3706	1098	-827	1259	0.3498182559297205	0.09633268064430123	0.735075960470924
345	-979	1563	1803	2941	0.8053914254157394	0.679207406764882	0.09700504026882639
346	1301	778	3109	-302	0.7265312020456773	0.9134803843782041	0.3488043525706678
347	469	168	1269	1287	0.3428558662336041	0.2325729781965381	0.5174597401319677
