90	1884	719	3434	1861	0.5437498215913833	0.26179386985183806	0.47192999906898925
91	-250	4831	1274	2896	0.7044316932723409	0.4784267770572481	0.1200385820952945
92	4584	2760	-144	3319	0.11889227319905704	0.26342696464113924	0.1562900116924093
93	949	-642	800	673	0.06602111376568198	0.2799082593079699	0.40598035521696074
94	1806	-308	4212	3846	0.15668358520885872	0.787948210926894	0.9379550084069711
95	2691	1132	369	4307	0.8360543602031836	0.877800369927197	0.5048150913731129
96	-40	112	3308	4868	0.19715874608817685	0.08486904941466111	0.08422199698892241
97	3823	4906	304	3625	0.27117124110187063	0.6772210726627875	0.972565245163669
98	359	3536	3104	3714	0.4318256442539271	0.7773794336671309	0.40193567251812135
99	4168	4770	2154	3521	0.4633445846619898	0.9803737368144706	0.0951567546428691
100	-570	447	3084	2750	0.7952910432130168	0.31990346792745883	0.9833705573875728
101	4270	2548	4374	1695	0.12709560354195149	0.1689573326806202	0.564291368451264
102	113	2725	4265	963	0.6326064645190627	0.2901249137065046	0.38704439830804327
103	-949	-566	2197	-813	0.35618744864896124	0.48294791059207076	0.19626115537985234
104	-520	565	2913	3990	0.1718423477537664	0.8200592462791508	0.21477884038850859
105	1090	4720	3241	1396	0.5776763733736912	0.17167344110065874	0.1245160894766959
106	512	3374	-331	4310	0.6884926412921211	0.24060863149289025	0.24782215777218686
107	3232	2194	4341	1325	0.5007539781883988	0.35324141973123224	0.10864998677868976
108	3764	3441	4803	-167	0.8524284320045482	0.23064205794445491	0.41919691731668773
109	4189	2935	4102	1643	0.875458699707532	0.5304180410890568	0.3107593186838893
110	3812	3161	3868	1714	0.7275261205466346	0.021706977155857676	0.17171141816278523
111	4091	-405	257	4693	0.5818516483404397	0.6273558534334688	0.9382596265969763
112	4803	4291	265	3420	0.8580177714037647	0.6323232922287669	0.042914647844819576
113	1431	4024	3535	1305	0.9853195422677603	0.868911380408664	0.98946802571692
114	2796	4975	739	1339	0.2411028938207278	0.7862189092695052	0.1705449991074759
115	1262	181	3504	1433	0.6144569726818423	0.7990369802541529	0.27727186598412945
116	1163	2561	2071	2545	0.07580056827446591	0.12895701567168794	0.24616981581706343
117	2590	-501	725	2456	0.8460811303302416	0.24882975838543264	0.26387779312688786
118	1253	3773	-290	2432	0.4872184651117578	0.3843557026068023	0.3111288920662869
119	2228	2784	2893	2294	0.25996001635282817	0.22660440846946683	0.8462321167927903
120	1831	4281	4377	1251	0.9091198139407821	0.22756844141992383	0.042464733019940026
121	823	4872	930	1815	0.018603216288529456	0.3136555437981561	0.9889780210804902
122	4599	-885	2552	-799	0.5856145367893275	0.5115706099185466	0.6413506407052708
123	1643	-405	4830	4177	0.17055358278722144	0.4567348655406255	0.3479882282134735
124	-921	4133	4700	3129	0.40794423061690765	0.06488110352745924	0.7024597484017344
125	1042	4003	-299	1165	0.7625628890380469	0.6400925265757995	0.47548914757743266
126	4969	-420	-60	-73	0.33076183882443877	0.13264480152611213	0.750301841313875
127	-296	4844	1801	-394	0.1558235837994979	0.2080549106330084	0.5384217546025631
128	4363	2730	-369	-102	0.515120708907108	0.37377066188521413	0.9273256128850847
129	2865	2122	3288	2163	0.6949790030222859	0.9999048056650123	0.4983295127714782
130	2625	607	4010	3954	0.6492304652543867	0.7397230765371063	0.3334728334676489
131	3444	2823	2201	-845	0.4348066573729905	0.8938065465596823	0.44772624857661825
132	2661	1870	2249	435	0.4161067624641762	0.10772040369951441	0.7486885831593731
133	2896	2340	-957	4865	0.5540064811178765	0.6439101414173228	0.5135515385671507
134	2370	1949	162	3810	0.0014438863577181937	0.9120118312596279	0.9492677737530768
135	-634	4896	4232	3609	0.7188610707332145	0.7181755044697226	0.08382696779926202
136	-968	204	1188	-967	0.7245568657568331	0.11683814827811612	0.06762031182601513
137	1109	2743	2962	324	0.7043225842618578	0.5580600084679866	0.9606748000523634
138	3547	-282	2638	1397	0.8933866308600088	0.00678078758648315	0.17511333654911632
139	1536	4698	3044	947	0.6235881347052592	0.6255065076852361	0.925819341983409
140	2464	281	2160	2211	0.4585907288136738	0.8526880028582614	0.9626077009483441
141	2520	2026	1485	4946	0.34998630641430495	0.9455404372631007	0.6919193802906481
142	2108	823	3293	4056	0.8107213266082564	0.28049468917981746	0.5022379548872726
143	1252	56	4600	4014	0.18537859465624806	0.236957087868213	0.09122588848502011
144	2281	1238	3978	3689	0.9683085770206051	0.8782966417786083	0.6502629159793175
145	1980	4981	655	948	0.9396570680522313	0.022614013765789975	0.16739094191041848
146	21	3200	2438	926	0.5836186658693951	0.22899755971574487	0.3661923276605201
147	2460	201	4087	4001	0.6583509005824294	0.20293518619153728	0.6993787165324897
148	3293	2021	415	4964	0.8794328148562535	0.6807932262175207	0.4177711682654296
149	2451	-35	2970	2392	0.6082469674462619	0.30833624713517294	0.2777967036810438
150	4558	215	322	1054	0.3325644283113064	0.8089829189657524	0.8651952292182542
151	1068	4701	1555	451	0.7918093059868316	0.08605338295480291	0.5955489696948073
152	463	1503	3524	300	0.14233450203494247	0.315084789394667	0.8546378142134105
153	1499	367	2586	-819	0.19546347161998479	0.8980209683573843	0.6761438364522587
154	2824	3674	3539	4021	0.7705320048364163	0.2304525284759178	0.8622471315796812
155	2340	2229	1849	810	0.18976600704952418	0.006803220583601388	0.6391844674323766
156	1320	4575	3573	2647	0.27943695983206174	0.6615175449953438	0.6574707908130735
157	-374	286	892	499	0.5077031316161147	0.5173810418714998	0.5408156758858723
158	1627	4689	209	1030	0.05022610007828798	0.09059848356143563	0.6833640186668437
159	1880	3267	1940	255	0.30497364958520756	0.11878468348345705	0.8339272460190654
160	2039	3999	-623	633	0.989029715548972	0.15708044552546163	0.6662641770426815
161	1289	3914	-535	4378	0.991389269791299	0.2938368898993279	0.625169597677206
162	1789	-45	698	-138	0.9487319971755181	0.386030485760813	0.7603203034819385
163	-54	1935	-301	3975	0.7459900871621067	0.18951687063526168	0.4928343863235284
164	3027	4791	-73	-228	0.1014126417175314	0.6346674733983347	0.5408551011622081
165	24	3823	3748	1569	0.4921839902785715	0.3215493403945596	0.01303997255019429
166	1988	73	2119	911	0.7376714760682441	0.5748426426721402	0.7599763471249399
167	669	579	1940	1070	0.717276708423557	0.6246408658390874	0.9408307268144059
168	-207	1186	-983	2682	0.7980912481620952	0.8339001653767834	0.4489614760725327
169	2219	-94	3045	759	0.6432466987560492	0.33816653764606497	0.07597105766470835
170	1797	2009	627	2087	0.18333667443421942	0.014997020073628797	0.3061358378895923
171	-525	2146	1151	253	0.4930544957184618	0.18395906137290952	0.8876173385131321
172	1913	1869	2960	909	0.17472164721270445	0.4252591685480661	0.41475555641668393
173	2617	3034	2173	1599	0.2919386618804981	0.05241229351146126	0.38173156540557196
174	-106	1826	2540	2936	0.01989556289911354	0.2326846839674771	0.9816648198100143
175	-576	2594	2055	838	0.04635391915207554	0.10765860355793577	0.8710031248676032
176	2119	4870	-70	2666	0.006245032905661918	0.17477775819022534	0.8876436721839661
177	4792	3240	2827	4948	0.129134182234656	0.9556305894890003	0.3777680095681206
178	2752	1584	1114	3098	0.30916127047102326	0.8566394980993742	0.7431614692141616
179	1697	1968	4918	2681	0.2663177354451737	0.7917907811957553	0.7862838376224537
180	2021	1679	414	1244	0.43026689438879484	0.9974654702495909	0.705169573353387
181	-358	2681	994	4288	0.7011368401180579	0.20144806096077283	0.15459289951746968
182	-803	-679	-646	3185	0.727576969743593	0.42710009165304785	0.9807941099266533
183	179	1232	132	-16	0.9557593988509394	0.9948545014427232	0.4629064553253469
184	2999	-389	536	4896	0.6933973483300807	0.43867593758940093	0.7959498490135882
185	239	3237	359	1784	0.9737819489614816	0.9086866027385877	0.4920740533316027
186	2807	1646	-974	835	0.5610873246978703	0.9788163469741326	0.5661640884379628
187	3107	2142	1778	1824	0.3150583020557425	0.1044340881580561	0.7663354044411724
188	2716	-223	4206	4193	0.1667043141162876	0.011737437578521082	0.5635547709918849
189	2289	446	4004	131	0.7304344761787902	0.25632181821734457	0.7072067515009525
190	3422	3549	2592	2476	0.053941056809610144	0.47508414518499786	0.7373912950812193
191	4428	1078	-818	4379	0.5249887328927588	0.11160517359272248	0.3054046324139801
192	2079	57	490	165	0.24928753915520907	0.0340559879842538	0.7913891968530957
193	-552	237	4445	1312	0.018279648852316144	0.2633598554348797	0.6418222267201799
194	-959	1355	4001	2559	0.8876978050947903	0.5271192743206162	0.059552246332090886
195	3295	753	4171	4799	0.32462505696651034	0.9101557676695643	0.4547433962170665
196	895	2620	1462	847	0.27199340350594714	0.543157156573433	0.25934344946700183
197	3238	1877	3724	4685	0.8529838547225631	0.19745233032526777	0.21494590508891998
198	-527	4463	4082	1548	0.7890324812113125	0.8471675775239678	0.3050199143542822
199	1778	1275	-257	1201	0.681315006705041	0.21011442949564285	0.7651016922393594
200	1322	95	3529	2042	0.2141361942416965	0.2925121059874498	0.910945178443101
201	3348	3522	2241	4020	0.03969717209456536	0.9169157082230032	0.25577138725269
202	-906	3796	4203	4061	0.4090894921025928	0.5311712965704938	0.7644054623688155
203	4367	-885	1591	796	0.5349437138903457	0.13638875595740685	0.7560414490343257
204	-258	3861	1726	2394	0.4564591359339315	0.3099638855161617	0.9955860719019685
205	2945	4040	2593	3441	0.004237653617317871	0.6752510454703096	0.03955054426293059
206	1869	4924	1148	-845	0.4376300691717421	0.9963676935562084	0.35145365244365645
207	433	3401	3600	209	0.5234613887823611	0.8373080127303061	0.9605458622427895
208	4817	1770	1451	2688	0.46133611999888535	0.42459374618387635	0.9205254904411905
209	4921	2656	-174	2183	0.035811530908240186	0.506425849442761	0.6142868682827988
210	3759	4379	1749	3060	0.6421441210324373	0.9463861448729931	0.3161441366720974
211	621	674	546	397	0.1183167278479883	0.10595286037168483	0.3418331363113112
212	3780	-78	-346	1193	0.535672301133998	0.5065117627369511	0.6010894550316177
213	3920	4963	3252	2057	0.58447473393136	0.5389294166764996	0.13698426953562448
214	3736	103	2696	4558	0.5467208290880612	0.8786454147482535	0.22215415715658626
215	4769	4052	-291	1190	0.8162738604794586	0.33938718720096905	0.3999094727143955
216	4215	1703	2470	-216	0.4417386117263151	0.555753765040548	0.14499835658121019
217	3017	-308	2154	512	0.013214819800397182	0.358539178697342	0.24988768197162303
218	-465	2607	2010	1451	0.5277028531027159	0.4898022478591252	0.7862570315163079
219	1795	3976	4697	-565	0.05877887955245997	0.39646448605956763	0.6217483520365163
220	4859	4038	2352	4122	0.1796690060242978	0.8460986151884788	0.06460766012989572
221	1497	3839	4557	4653	0.7867965480450156	0.16459670979234042	0.7245359922409377
222	4445	2228	2368	2818	0.8472965556886063	0.3387749829943335	0.32404520772570866
223	2348	-620	-906	-230	0.22987640223240768	0.7599622647253397	0.5873348086584548
224	1441	3721	129	3303	0.16525638140883558	0.2948843020308858	0.09614750372333614
225	1096	1108	3614	2440	0.7569785080535256	0.3913845262814589	0.8109772518541162
226	-509	3643	755	-1	0.09427135091740102	0.833231253840484	0.29825301494661594
227	-35	3695	2751	464	0.24587087342519165	0.2658422223394482	0.6715282363323805
228	1966	3960	2086	-953	0.347030640400928	0.31654500015795284	0.3664661738686943
229	662	2673	615	-193	0.3797590975981744	0.45560411905617415	0.11102792597150724
230	2615	-127	3852	1853	0.22885591693755447	0.8786861186240872	0.922142099163337
231	-788	1873	1798	2426	0.29356594684456927	0.7954849815261699	0.9046630831005533
232	3131	127	4911	-916	0.7991204620528402	0.17882205552338326	0.12161514634478277
233	14	4572	416	2710	0.24385636786994158	0.21477489462797283	0.26466658065738813
234	1998	2442	3397	1499	0.7990385545977726	0.481702729864222	0.4165739080965979
235	1835	-883	1898	869	0.9029624728671608	0.5286490463718069	0.4660621275808505
236	630	2569	1649	2770	0.0681357214953262	0.011322417309799326	0.43083016890481474
237	3920	85	1665	492	0.6930762260935919	0.43649245068886	0.16826049596513704
238	-230	2808	227	3600	0.9796294604572515	0.7733512957728129	0.17376748826097188
239	1348	-695	-544	4554	0.6788189215863213	0.04151864769457647	0.7131422088487611
240	-790	1269	3448	1396	0.6268105636510436	0.6213991610630818	0.03797957109048167
241	4027	-893	1872	1970	0.7748103901736471	0.6280788497470408	8.394396407918059e-05
242	2237	1310	4449	-929	0.1158330794155168	0.05285814886663642	0.41269077207697735
243	344	3987	2240	1592	0.2691155898278078	0.5053720967168729	0.6533688522858457
244	3944	2974	2315	2964	0.972122822680499	0.007368461224830591	0.153774312347148
245	241	3741	1896	3190	0.4224159738782792	0.6866055174390524	0.4155406870077206
246	2254	4438	-786	3546	0.45507810646667335	0.5582329306894073	0.059899412904021676
247	2077	4435	2297	-399	0.9584623749082536	0.3070129152902066	0.09775671004400643
248	1340	2120	-274	2661	0.35231354923528446	0.3611302797956366	0.34890839109203087
249	2885	1674	3748	1352	0.3634190438157473	0.6200133581771294	0.4975240888082122
250	2998	3871	1027	3495	0.6187320548795473	0.6558131247112144	0.3801576271156516
251	4306	2906	796	1839	0.19585896003442937	0.40198428004353115	0.9724043616647914
252	710	-992	2422	3535	0.8155172775101893	0.6207304316726262	0.5268909815825633
253	1648	4809	4839	345	0.5962437993752552	0.11480721156848683	0.7594973570365393
254	823	1221	4547	862	0.006991258933021438	0.3604043264145892	0.769393501269535
255	1573	4481	1497	1137	0.802226709879888	0.4205974084818429	0.5597678917074269
256	537	3917	1405	3233	0.381452300351112	0.6898407643016273	0.7604691712876912
257	944	3798	3160	3636	0.05388406980963745	0.9916513832840753	0.19891046643437815
258	3686	2344	2070	-419	0.6744418270389984	0.6148179980777506	0.051434144979415675
259	4956	922	933	2866	0.14672617593088955	0.12339354401071012	0.6084046757759217
260	1403	-234	2930	811	0.44946413532127183	0.5236564876044617	0.2964890597000003
261	3094	933	1029	1131	0.2664547451815289	0.10487631817104615	0.6543741664720808
262	4861	1595	2842	1467	0.9073604039207612	0.20172632229625775	0.6265573188353811
263	1846	2970	49	1053	0.858810347544203	0.08964379593898342	0.8797697852012439
264	2843	4945	1952	1819	0.2851592813924244	0.04680365810991971	0.5285389651867466
265	-13	2091	-24	3230	0.4445350564888526	0.8607742195418508	0.38988834750137924
266	1941	-343	1515	3367	0.44494727934820844	0.08699982789753324	0.29200620983864656
267	1384	4658	-969	3087	0.9527737504816199	0.9336612065756794	0.23356569894271928
268	1374	-406	2120	903	0.19020326449809155	0.22694907416987342	0.8135987773154195
269	-836	495	947	329	0.22683142369359788	0.26314354422377984	0.7857512585174453
270	1945	252	4111	2673	0.6206751096299468	0.3972819083550502	0.9079616538159511
271	2004	-40	657	3730	0.3399186757592545	0.9612055991044021	0.7694133519354255
272	4531	207	-714	2349	0.35957290895754723	0.8193899608678266	0.3795266413439904
273	-802	3272	2229	2221	0.29371369387031177	0.8216949429635889	0.1638966552855875
274	4459	1167	1743	-885	0.055773190684200724	0.7821267067608149	0.22373122164707648
275	4388	4626	3943	1906	0.46290494058447385	0.09695352649553723	0.8303884195347373
276	2021	4540	4647	4435	0.29805627120798417	0.5405728954165682	0.7921935623151192
277	-751	-63	4863	4452	0.6471540893228944	0.9022378002717122	0.9455880963920524
278	3661	-255	3214	3326	0.06374848370034536	0.8689844211741737	0.5376560095686821
279	1494	1145	-556	2028	0.7317978442757705	0.4882889468665077	0.540954577326166
280	380	2513	-560	3766	0.31343365268823187	0.2875451512656104	0.17995517811343964
281	3405	3636	2016	3302	0.636323798251183	0.10203455361951863	0.1985176362624712
282	153	2411	1511	-936	0.5365221115852957	0.5956090092486912	0.41237539164382175
283	-797	719	4969	-395	0.0922555736914572	0.6606626964264575	0.5596758594762566
284	2838	1333	4733	1892	0.6722040212149343	0.5485162200329932	0.296506749546389
285	-233	381	4315	-830	0.6567408174993971	0.37384041986765915	0.04658953535426613
286	3267	3290	21	2236	0.2344613962621559	0.08831274479490203	0.6478621377265532
287	3376	484	1849	4510	0.513058099538595	0.13659596032016075	0.1359529282433607
288	-389	4935	-162	1263	0.3858340042561026	0.8945411778055214	0.5323384350563833
289	-381	397	65	-790	0.8965970534024427	0.08517574232413694	0.3710941739696484
290	1208	4689	1439	2999	0.249826467550196	0.13574753863275013	0.9345265117594987
291	3634	4293	872	1581	0.028539456365751836	0.13098713689657604	0.1846797726474141
292	4509	2207	15	-707	0.6167993824122524	0.6105648655830105	0.43264672350021804
293	3505	2767	1952	2205	0.21150925858241632	0.8001452556848337	0.9696788021283012
294	2867	4525	360	-328	0.5919860466597608	0.8272792243515218	0.18471566861529476
295	3269	2933	2899	-395	0.9082126200571217	0.9796517772422867	0.856575943223496
296	1765	1387	-950	1158	0.3769373138738039	0.9637160762221707	0.9715755642729461
297	-700	3421	3681	944	0.82840286902208	0.7213878376043157	0.0650984103351574
298	4776	3364	1161	2848	0.6792369989488176	0.8320976728443169	0.15769317511275027
299	1619	2205	1890	1773	0.9967609531533238	0.442536990418152	0.9907950361760393
300	4709	-213	4944	3833	0.07928336144473713	0.31740781094861115	0.07653957547962842
301	3463	591	660	4155	0.8923994185003165	0.7525972707412248	0.9262929297763614
302	3732	2856	-658	3930	0.4881234535795492	0.9395639299570845	0.6227792513807618
303	-996	1340	3489	-525	0.15624068685215997	0.6015124067235872	0.3298453635584231
304	4174	4068	1345	1001	0.536479718984025	0.38990992596966156	0.5551452659172447
305	-687	2894	-449	4399	0.17889210506033115	0.8532224896555626	0.9534047165909382
306	551	296	3617	372	0.2475031295511434	0.3720550408217672	0.09088072870303654
307	1420	-487	4109	1976	0.6616385112323055	0.29767325362616626	0.4838409195398765
308	3167	1959	2829	2963	0.9427533756401788	0.7255253066024323	0.060790780515210696
309	-995	1706	1889	3746	0.805506131831082	0.8175110794291078	0.03226839536947357
310	2520	3816	-142	3812	0.5115005952721396	0.1790469588174315	0.6192700112964845
311	57	1278	2041	187	0.08567219244107727	0.7721753200006575	0.5539240276244248
312	4112	-842	2754	1803	0.8106948881606808	0.2560975543477946	0.6863085777637774
313	2969	268	2426	570	0.8981264342931397	0.8378257969464952	0.3024129302233787
314	3469	2229	3407	1314	0.8261613891844067	0.2806011372855981	0.9045683988996147
315	-953	3975	154	-972	0.11620294821947719	0.4175140549425447	0.36362251709748517
316	3652	-82	4660	2483	0.9477127077022488	0.43339902464624036	0.6786100986350724
317	3729	288	-972	3990	0.4035810616631691	0.5813344339709835	0.5567500999087996
318	2436	-612	4375	939	0.6106748752341272	0.34133629090159556	0.2327140293795683
319	846	-784	1138	3254	0.3893570532775307	0.8352070148355424	0.5693697919875198
320	768	2622	243	2281	0.6058057419767563	0.3546112027864208	0.7409709059732223
321	2867	-606	1675	4046	0.4862629766932405	0.7397618659260905	0.5231706627405645
322	2761	647	3197	2450	0.9155869112967296	0.028748998778671764	0.74805783762911
323	53	4154	1921	2116	0.4750036566117267	0.27204078700207457	0.7576931214229886
324	1003	-815	3977	759	0.0014876737113952432	0.243819992326748	0.5226992162049795
325	4963	1992	3321	-498	0.588593241379248	0.863017650249316	0.20192471942613366
326	1991	1056	645	3838	0.6084170620490638	0.6505706981217256	0.1272153330343745
327	4038	2262	1097	2117	0.7452696397510015	0.7036144372631662	0.1647324073616414
328	4961	603	840	3616	0.9087010033238814	0.8454951993805171	0.35578137119167974
329	1275	4842	3439	93	0.41433228152980217	0.6508356208697609	0.372900693498197
330	3165	3200	-564	-646	0.18973879831152063	0.4223855435645958	0.760433609384342
331	259	-688	4762	-979	0.8809093353194891	0.6258187142696388	0.5535432936805385
332	-169	3244	1696	0	0.19589747100090693	0.8458812012646473	0.7431091398304643
333	290	4029	4803	3315	0.636002038205405	0.5032084079924883	0.8716477582069422
334	3445	3473	2645	4608	0.22922300902475856	0.057294400132042345	0.41711993731681063
335	710	760	1242	2266	0.05331034720129613	0.09294314343522292	0.8325582582701352
336	1983	4651	809	-288	0.3470817508005555	0.6542945798151341	0.8575713830286836
337	2194	4276	3447	1674	0.7883712562210587	0.5294718688757961	0.5073759089308602
338	2550	4523	4939	1660	0.264387158751891	0.7131446319278267	0.49091450370657497
339	610	241	1158	1580	0.541240533584813	0.20948536469325052	0.790225474137844
340	231	1088	2615	-812	0.23114899580630033	0.7624321822045601	0.49025258476315503
341	1524	-908	907	2983	0.03971484176594808	0.8856813952066345	0.21156315043669915
342	1984	1277	1490	2586	0.8436069914724998	0.992207145639004	0.5927210945509299
343	2803	4464	2284	2845	0.3864200950439135	0.010965726726449687	0.6709737978951921
344	-971	684	1657	1485	0.08712892485328061	0.9490867291319267	0.7044996303991731
345	3808	3624	2482	4672	0.12995819134102438	0.01302599797495374	0.5292679165859592
346	1961	-711	1015	611	0.45836565026050824	0.168275541991888	0.4614319840584872
347	1910	3614	4296	-190	0.3586451973095498	0.863412547718438	0.5392911625528383
